ALUNO;ANO;PEDRA;DESTAQUE_IPV;DESTAQUE_IDA;TURMA;ANOS_PM;REC_EQUIPE_4;REC_EQUIPE_2;SINALIZADOR_INGRESSANTE;DESTAQUE_IEG;REC_EQUIPE_3;NOTA_MAT;CF;REC_AVA_3;CT;INDICADO_BOLSA;IDADE_ALUNO;BOLSISTA;IPV;IAA;IAN;FASE_TURMA;IPP;DEFASAGEM;REC_EQUIPE_1;REC_AVA_4;INSTITUICAO_ENSINO_ALUNO;IDA;NOTA_PORT;NOTA_ING;IPS;ANO_INGRESSO;QTD_AVAL;IEG;PONTO_VIRADA;REC_AVA_2;NIVEL_IDEAL;INDE;CG;INDE_CONCEITO;FASE;REC_AVA_1
ALUNO-1254;2021;Ametista;;;C;;Não avaliado;Mantido na Fase + Bolsa;Veterano;;Mantido na Fase atual;;;;;;;;7.2;9.2;10.0;;7.5;0.0;Promovido de Fase;;Escola Pública;6.8;;;7.5;;;5.8;Não;;Nível 3 (7o e 8o ano);7.379;;;3.0;
ALUNO-1254;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1255;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1255;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1255;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;P;;;;;Destaque: A sua boa entrega das lições de casa.;;6.0;139.0;Mantido na Fase atual;10.0;Não;;Não;6.72;9.0;5.0;;4.38;;;;;6.17;6.33;nan;7.5;2022.0;3.0;7.99;Não;Mantido na Fase atual;Fase 2 (5º e 6º ano);6.76;565.0;;1.0;Mantido na Fase atual
ALUNO-1256;2020;Quartzo;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;2;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;15;;8.222226666666668;7.91667;5;4A;7.916666666666668;;;;Escola Pública;0;;;7.5;;;4.6;Não;;;5.397779;;D;;
ALUNO-1256;2021;Ágata;;;A;;Mantido na Fase atual;Promovido de Fase + Bolsa;Veterano;;Promovido de Fase + Bolsa;;;;;;;;6.9;9.2;5.0;;7.7;-1.0;Promovido de Fase;;Escola Pública;3.6;;;7.5;;;7.5;Não;;Nível 6 (2o EM);6.541;;;5.0;
ALUNO-1256;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1257;2020;Ametista;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;1;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;14;;8.166667499999999;10.000020000000001;5;3M;7.96875;;;;Escola Pública;8;;;7.5;;;6.8;Não;;;7.6402105;;B;;
ALUNO-1257;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1257;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1258;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1258;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1258;2022;Ametista;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Destaque: As suas boas notas na Passos Mágicos.;Y;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;8.8;73.0;;4.0;Não;;Não;7.17;10.0;10.0;;3.12;;;;;8.45;8.1;nan;7.5;2022.0;2.0;7.27;Não;Mantido na Fase atual;ALFA  (2º e 3º ano);7.64;258.0;;0.0;Promovido de Fase
ALUNO-1259;2020;D9891/2A;;D302;;D971;;;;D301;;;;;;;D108;;D960;D910;D970;D207;D950;;;;V202;D940;;;D930;;;V920;D9600;;;D980;;D9891/2;;
ALUNO-1259;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1259;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1260;2020;Ametista;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;0;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;10;;7.333333333333333;9.500020000000001;5;1C;7.291666666666667;;;;Escola Pública;9;;;7.5;;;8.9;Não;;;7.975835333333334;;B;;
ALUNO-1260;2021;Ágata;;;C;;Não avaliado;Mantido na Fase atual;Veterano;;Mantido na Fase atual;;;;;;;;7.3;9.0;5.0;;7.7;-1.0;Mantido na Fase atual;;Escola Pública;3.9;;;7.5;;;5.0;Não;;Nível 2 (5o e 6o ano);6.163;;;1.0;
ALUNO-1260;2022;Ametista;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;B;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;6.0;113.0;Promovido de Fase;11.0;Não;;Não;7.28;9.5;5.0;;5.83;;;;;7.17;8.33;nan;7.5;2020.0;3.0;7.3;Não;Promovido de Fase;Fase 3 (7º e 8º ano);7.13;446.0;;1.0;Promovido de Fase
ALUNO-1261;2020;Quartzo;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;4;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;15;;5.2916625;7.91667;10;5G;6.40625;;;;Rede Decisão/União;0.6666666666666666;;;3.125;;;7.5;Não;;;5.436457833333334;;D;;
ALUNO-1261;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1261;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1262;2020;Ágata;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;0;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;15;;8.055560000000002;8.33334;5;4A;8.125;;;;Escola Pública;2.6666666666666665;;;7.5;;;9;Não;;;6.840279333333334;;C;;
ALUNO-1262;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1262;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1263;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1263;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1263;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;E;;;;;Destaque: A sua boa entrega das lições de casa.;;6.33;75.0;Mantido na Fase atual;3.0;Não;;Não;5.58;10.0;10.0;;6.72;;;Mantido na Fase atual;;4.28;3.67;2.83;5.62;2022.0;4.0;7.56;Não;Mantido na Fase atual;Fase 3 (7º e 8º ano);6.72;583.0;;3.0;Mantido na Fase atual
ALUNO-1264;2020;Ametista;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;10;;7.444443333333333;10.000020000000001;5;1H;7.916666666666668;;;;Escola Pública;9.5;;;7.5;;;8.4;Não;;;8.110557333333334;;B;;
ALUNO-1264;2021;Ágata;;;E;;Não avaliado;Promovido de Fase;Veterano;;Mantido na Fase atual;;;;;;;;7.3;8.0;10.0;;7.3;0.0;Mantido na Fase atual;;Escola Pública;3.1;;;8.1;;;4.2;Não;;Nível 2 (5o e 6o ano);6.254;;;2.0;
ALUNO-1264;2022;Ágata;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;F;;;;;Destaque: A sua boa entrega das lições de casa.;;6.67;75.0;Mantido na Fase atual;13.0;Não;;Não;7.5;9.0;5.0;;6.46;;;;;4.33;2.0;nan;7.5;2019.0;3.0;8.97;Não;Promovido de Fase;Fase 3 (7º e 8º ano);6.96;500.0;;2.0;Mantido na Fase atual
ALUNO-1265;2020;Ametista;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;16;;8.055560000000002;8.75001;5;4B;8.749999999999998;;;;Escola Pública;7.666666666666667;;;7.5;;;9.9;Não;;;8.124446333333335;;B;;
ALUNO-1265;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1265;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1266;2020;Ametista;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;2;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;12;;8.22222;8.500020000000001;5;2R;7.291666666666667;;;;Escola Pública;7.5;;;5;;;8.7;Não;;;7.463612666666667;;B;;
ALUNO-1266;2021;Quartzo;;;R;;Não avaliado;Promovido de Fase;Ingressante;;Não avaliado;;;;;;;;2.8;10.0;10.0;;6.9;0.0;Mantido na Fase atual;;Escola Pública;1.8;;;5.6;;;3.3;Não;;Nível 3 (7o e 8o ano);4.817;;;3.0;
ALUNO-1266;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1267;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1267;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1267;2022;Ametista;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;M;;;;;Destaque: A sua boa entrega das lições de casa.;;4.43;78.0;;4.0;Não;;Não;7.42;10.0;10.0;;5.62;;;;;6.13;7.83;nan;7.5;2022.0;2.0;7.82;Não;Mantido na Fase atual;ALFA  (2º e 3º ano);7.59;280.0;;0.0;Mantido na Fase atual
ALUNO-1268;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1268;2021;Ametista;;;A;;Não avaliado;Mantido na Fase atual;Ingressante;;Mantido na Fase atual;;;;;;;;8.4;8.0;5.0;;7.5;-1.0;Promovido de Fase;;Escola Pública;5.0;;;7.5;;;7.5;Não;;Nível 2 (5o e 6o ano);6.978;;;1.0;
ALUNO-1268;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;M;;;;;Destaque: A sua boa entrega das lições de casa.;;5.0;173.0;Mantido na Fase atual;11.0;Não;;Não;6.83;0.0;5.0;;5.42;;;;;6.75;8.5;nan;7.5;2021.0;3.0;7.55;Não;Mantido na Fase atual;Fase 3 (7º e 8º ano);6.02;726.0;;1.0;Promovido de Fase
ALUNO-1269;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1269;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1269;2022;Topázio;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Destaque: As suas boas notas na Passos Mágicos.;L;;;;;Destaque: A sua boa entrega das lições de casa.;;9.0;15.0;Mantido na Fase atual;4.0;Não;;Não;7.5;9.0;5.0;;6.67;;;;;9.0;9.0;nan;7.5;2022.0;3.0;10.0;Não;Mantido na Fase atual;Fase 3 (7º e 8º ano);8.12;110.0;;2.0;Promovido de Fase
ALUNO-1270;2020;Ametista;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;1;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;10;;7.888886666666666;8.500020000000001;10;2E;7.708333333333334;;;;Escola Pública;6;;;7.5;;;6.5;Não;;;7.448612666666667;;B;;
ALUNO-1270;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1270;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1271;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1271;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1271;2022;Ametista;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;F;;;;;Destaque: A sua boa entrega das lições de casa.;;5.5;39.0;Mantido na Fase atual;8.0;Não;;Não;7.29;9.17;10.0;;7.5;;;Promovido de Fase;;5.17;4.0;6.0;7.5;2022.0;4.0;7.6;Não;Mantido na Fase atual;Fase 3 (7º e 8º ano);7.43;343.0;;3.0;Mantido na Fase atual
ALUNO-1272;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1272;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1272;2022;Ametista;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Destaque: As suas boas notas na Passos Mágicos.;Y;;;;;Destaque: A sua boa entrega das lições de casa.;;8.7;86.0;;5.0;Não;;Não;6.58;9.0;10.0;;3.12;;;;;8.28;7.87;nan;7.5;2022.0;2.0;7.9;Não;Mantido na Fase atual;ALFA  (2º e 3º ano);7.52;303.0;;0.0;Promovido de Fase
ALUNO-1273;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1273;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1273;2022;Topázio;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Destaque: As suas boas notas na Passos Mágicos.;D;;;;;Destaque: A sua boa entrega das lições de casa.;;8.0;11.0;;2.0;Não;;Não;7.92;10.0;10.0;;5.62;;;;;8.08;8.17;nan;8.12;2022.0;2.0;9.01;Não;Mantido na Fase atual;ALFA  (2º e 3º ano);8.38;49.0;;0.0;Mantido na Fase atual
ALUNO-1274;2020;Ametista;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;15;;8.666673333333334;9.16668;5;4A;8.958333333333332;;;;Escola Pública;7.333333333333333;;;7.5;;;8.4;Sim;;;7.942502666666667;;B;;
ALUNO-1274;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1274;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1275;2020;Topázio;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;9;;7.75;10.000020000000001;10;1G;7.1875;;;;Escola Pública;10;;;7.5;;;8.5;Não;;;8.718752;;A;;
ALUNO-1275;2021;Topázio;;;G;;Não avaliado;Mantido na Fase atual;Veterano;;Promovido de Fase;;;;;;;;9.8;9.5;5.0;;8.3;-1.0;Promovido de Fase;;Escola Pública;7.8;;;7.5;;;9.6;Sim;;Nível 2 (5o e 6o ano);8.468;;;1.0;
ALUNO-1275;2022;Ametista;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;F;;;;;Destaque: A sua boa entrega das lições de casa.;;7.5;32.0;Mantido na Fase atual;4.0;Não;;Não;7.67;9.0;10.0;;6.67;;;;;5.42;3.33;nan;7.5;2019.0;3.0;9.49;Não;Promovido de Fase;Fase 2 (5º e 6º ano);7.83;194.0;;2.0;Mantido na Fase atual
ALUNO-1276;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1276;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1276;2022;Quartzo;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;B;;;;;Destaque: A sua boa entrega das lições de casa.;;3.0;135.0;Mantido na Fase atual;11.0;Não;;Não;5.83;9.0;5.0;;4.58;;;;;1.75;0.5;nan;7.5;2022.0;3.0;8.69;Não;Mantido na Fase atual;Fase 3 (7º e 8º ano);5.86;741.0;;2.0;Mantido na Fase atual
ALUNO-1277;2020;Ametista;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;3;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;13;;9.111120000000001;7.08333;10;3E;8.958333333333332;;;;Escola Pública;7.666666666666667;;;5;;;5.9;Sim;;;7.639723666666667;;B;;
ALUNO-1277;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1277;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1278;2020;Ametista;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;9;;4.58334;9.000020000000001;5;0H;2.5;;;;Escola Pública;10;;;7.5;;;10;Não;;;7.31667;;B;;
ALUNO-1278;2021;Ágata;;;P;;Não avaliado;Mantido na Fase atual;Veterano;;Não avaliado;;;;;;;;6.2;8.0;5.0;;6.3;-2.0;Promovido de Fase;;Escola Pública;4.6;;;7.5;;;4.2;Não;;Nível 2 (5o e 6o ano);5.671;;;0.0;
ALUNO-1278;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;L;;;;;Destaque: A sua boa entrega das lições de casa.;;5.5;137.0;Mantido na Fase atual;11.0;Não;;Não;7.06;8.5;5.0;;5.62;;;;;6.0;6.5;nan;7.5;2019.0;3.0;7.6;Não;Promovido de Fase;Fase 2 (5º e 6º ano);6.79;557.0;;1.0;Promovido de Fase
ALUNO-1279;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1279;2021;Quartzo;;;L;;Mantido na Fase atual;Mantido na Fase atual;Ingressante;;Promovido de Fase;;;;;;;;5.1;8.3;10.0;;7.3;0.0;Promovido de Fase;;Escola Pública;3.8;;;0.0;;;1.9;Não;;Nível 5 (1o EM);4.729;;;5.0;
ALUNO-1279;2022;Ametista;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;K;;;;;Destaque: A sua boa entrega das lições de casa.;;5.67;24.0;Mantido na Fase atual;5.0;Sim;;Não;8.0;9.58;5.0;;7.66;;;Promovido de Fase + Bolsa;;5.94;7.5;4.67;7.5;2021.0;4.0;7.8;Não;Mantido na Fase atual;Fase 6 (2º EM);7.32;383.0;;5.0;Promovido de Fase + Bolsa
ALUNO-1280;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1280;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1280;2022;Ametista;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;S;;;;;Destaque: A sua boa entrega das lições de casa.;;6.5;59.0;;3.0;Não;;Não;7.33;10.0;10.0;;5.0;;;;;7.25;8.0;nan;7.5;2022.0;2.0;7.87;Não;Mantido na Fase atual;ALFA  (2º e 3º ano);7.74;223.0;;0.0;Mantido na Fase atual
ALUNO-1281;2020;Ametista;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;2;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;16;;9.125002499999999;7.91667;10;7A;8.28125;;;;Escola Pública;6.833333333333333;;;7.5;;;9.1;Sim;;;8.381459166666666;;B;;
ALUNO-1281;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1281;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1282;2020;Ágata;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;0;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;7;;2.75;7.9166799999999995;10;0A;2.5;;;;Rede Decisão/União;8.5;;;2.5;;;8.8;Não;;;6.301668;;C;;
ALUNO-1282;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1282;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1283;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1283;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1283;2022;Ametista;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;J;;;;;Destaque: A sua boa entrega das lições de casa.;;6.67;70.0;;3.0;Não;;Não;7.42;8.0;10.0;;5.62;;;;;7.17;7.67;nan;5.62;2022.0;2.0;9.07;Não;Mantido na Fase atual;ALFA  (2º e 3º ano);7.66;253.0;;0.0;Mantido na Fase atual
ALUNO-1284;2020;Ágata;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;0;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;16;;6.555550000000001;8.75001;5;5A;7.708333333333334;;;;Escola Pública;4.333333333333333;;;7.5;;;8.6;Não;;;6.793611000000001;;C;;
ALUNO-1284;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1284;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1285;2020;Topázio;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;0;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;8;;6.99999;9.000020000000001;10;0H;7.8125;;;;Escola Pública;9;;;7.5;;;9.9;Não;;;8.61125;;A;;
ALUNO-1285;2021;Topázio;;;J;;Não avaliado;Mantido na Fase atual;Veterano;;Promovido de Fase;;;;;;;;9.1;9.0;10.0;;7.7;0.0;Promovido de Fase;;Escola Pública;5.9;;;7.5;;;10.0;Sim;;Nível 1 (4o ano);8.407;;;1.0;
ALUNO-1285;2022;Ametista;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Destaque: As suas boas notas na Passos Mágicos.;M;;;;;Destaque: A sua boa entrega das lições de casa.;;8.17;89.0;Mantido na Fase atual;7.0;Não;;Não;8.22;9.5;5.0;;5.62;;;;;7.5;6.83;nan;7.5;2020.0;3.0;7.7;Não;Mantido na Fase atual;Fase 2 (5º e 6º ano);7.45;337.0;;1.0;Mantido na Fase atual
ALUNO-1286;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1286;2021;Ametista;;;K;;Não avaliado;Mantido na Fase + Bolsa;Ingressante;;Não avaliado;;;;;;;;7.6;10.0;10.0;;7.8;0.0;Mantido na Fase atual;;Escola Pública;6.5;;;7.5;;;8.3;Não;;ALFA  (2o e 3o ano);8.015;;;0.0;
ALUNO-1286;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;N;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;7.33;138.0;;5.0;Não;;Não;6.92;9.5;10.0;;5.62;;;;;6.0;4.67;nan;7.5;2021.0;2.0;5.75;Não;Mantido na Fase atual;ALFA  (2º e 3º ano);7.0;487.0;;0.0;Mantido na Fase atual
ALUNO-1287;2020;Ágata;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;0;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;10;;5.58334;8.500020000000001;5;0A;2.5;;;;Escola Pública;8.5;;;7.5;;;10;Não;;;7.16667;;C;;
ALUNO-1287;2021;Ametista;;;J;;Não avaliado;Mantido na Fase atual;Veterano;;Não avaliado;;;;;;;;8.4;8.0;5.0;;7.5;-2.0;Promovido de Fase;;Escola Pública;5.3;;;7.5;;;10.0;Não;;Nível 2 (5o e 6o ano);7.546;;;0.0;
ALUNO-1287;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;D;;;;;Destaque: A sua boa entrega das lições de casa.;;7.0;156.0;Mantido na Fase atual;12.0;Não;;Não;6.56;8.5;5.0;;5.42;;;;;5.17;3.33;nan;5.0;2020.0;3.0;8.87;Não;Mantido na Fase atual;Fase 3 (7º e 8º ano);6.51;643.0;;1.0;Mantido na Fase atual
